csv_format_03

Number of lines of data:
152
[number of spectra]
1
P Cal. info for CPS-1, Finger  c11,  2-mm slit
X (cm),P Energy (MeV)
6.102042e-01 , 3.612901e+00
7.040817e-01 , 3.691579e+00
7.979593e-01 , 3.772602e+00
8.918368e-01 , 3.856019e+00
9.857144e-01 , 3.941941e+00
1.079592e+00 , 4.030484e+00
1.173469e+00 , 4.121708e+00
1.267347e+00 , 4.215596e+00
1.361225e+00 , 4.312392e+00
1.455102e+00 , 4.412232e+00
1.548980e+00 , 4.515250e+00
1.642857e+00 , 4.621583e+00
1.736735e+00 , 4.731366e+00
1.830612e+00 , 4.844734e+00
1.924490e+00 , 4.961823e+00
2.018367e+00 , 5.082453e+00
2.112245e+00 , 5.206971e+00
2.206122e+00 , 5.335710e+00
2.300000e+00 , 5.468850e+00
1 ,   
-2.300000e+00 , 1.968794e+00
-2.206122e+00 , 2.002579e+00
-2.112245e+00 , 2.037087e+00
-2.018367e+00 , 2.072454e+00
-1.924490e+00 , 2.108710e+00
-1.830612e+00 , 2.145882e+00
-1.736735e+00 , 2.183997e+00
-1.642857e+00 , 2.223083e+00
-1.548980e+00 , 2.263168e+00
-1.455102e+00 , 2.304280e+00
-1.361224e+00 , 2.346446e+00
-1.267347e+00 , 2.389693e+00
-1.173469e+00 , 2.433961e+00
-1.079592e+00 , 2.479360e+00
-9.857142e-01 , 2.525960e+00
-8.918366e-01 , 2.573802e+00
-7.979591e-01 , 2.622923e+00
-7.040815e-01 , 2.673363e+00
-6.102040e-01 , 2.725156e+00
-5.163264e-01 , 2.778343e+00
-4.224489e-01 , 2.832977e+00
-3.285713e-01 , 2.889100e+00
-2.346938e-01 , 2.946712e+00
-1.408162e-01 , 3.005898e+00
-4.693867e-02 , 3.066727e+00
4.693888e-02 , 3.129260e+00
1.408164e-01 , 3.193558e+00
2.346940e-01 , 3.259662e+00
3.285715e-01 , 3.327658e+00
4.224491e-01 , 3.397616e+00
5.163266e-01 , 3.469605e+00
6.102042e-01 , 3.543699e+00
7.040817e-01 , 3.619961e+00
7.979593e-01 , 3.698452e+00
8.918368e-01 , 3.779236e+00
9.857144e-01 , 3.862299e+00
1.079592e+00 , 3.947800e+00
1.173469e+00 , 4.035883e+00
1.267347e+00 , 4.126648e+00
1.361225e+00 , 4.220180e+00
1.455102e+00 , 4.316636e+00
1.548980e+00 , 4.416142e+00
1.642857e+00 , 4.518824e+00
1.736735e+00 , 4.624810e+00
1.830612e+00 , 4.734224e+00
1.924490e+00 , 4.847194e+00
2.018367e+00 , 4.963845e+00
2.112245e+00 , 5.083902e+00
2.206122e+00 , 5.207774e+00
2.300000e+00 , 5.335822e+00
