csv_format_03

Number of lines of data:
152
[number of spectra]
1
P Cal. info for CPS-2, Finger d8, 2.-mm slit
X (cm),P Energy (MeV)
1.053061e+00 , 1.445531e+01
1.102041e+00 , 1.472267e+01
1.151020e+00 , 1.499719e+01
1.200000e+00 , 1.527895e+01
1 ,   
-1.200000e+00 , 6.878586e+00
-1.151020e+00 , 6.969864e+00
-1.102041e+00 , 7.062604e+00
-1.053061e+00 , 7.157134e+00
-1.004081e+00 , 7.253553e+00
-9.551019e-01 , 7.351914e+00
-9.061223e-01 , 7.452273e+00
-8.571427e-01 , 7.554682e+00
-8.081632e-01 , 7.659195e+00
-7.591836e-01 , 7.765866e+00
-7.102040e-01 , 7.874749e+00
-6.612244e-01 , 7.985809e+00
-6.122448e-01 , 8.098564e+00
-5.632653e-01 , 8.213674e+00
-5.142857e-01 , 8.331220e+00
-4.653061e-01 , 8.451284e+00
-4.163265e-01 , 8.573949e+00
-3.673469e-01 , 8.699296e+00
-3.183674e-01 , 8.827406e+00
-2.693878e-01 , 8.958362e+00
-2.204082e-01 , 9.092245e+00
-1.714286e-01 , 9.229138e+00
-1.224490e-01 , 9.369122e+00
-7.346940e-02 , 9.512278e+00
-2.448981e-02 , 9.658689e+00
2.448979e-02 , 9.808436e+00
7.346939e-02 , 9.961509e+00
1.224490e-01 , 1.011663e+01
1.714286e-01 , 1.027535e+01
2.204082e-01 , 1.043781e+01
2.693878e-01 , 1.060413e+01
3.183674e-01 , 1.077441e+01
3.673469e-01 , 1.094879e+01
4.163265e-01 , 1.112738e+01
4.653061e-01 , 1.131031e+01
5.142857e-01 , 1.149769e+01
5.632653e-01 , 1.168964e+01
6.122448e-01 , 1.188629e+01
6.612244e-01 , 1.208776e+01
7.102040e-01 , 1.229416e+01
7.591836e-01 , 1.250562e+01
8.081632e-01 , 1.272226e+01
8.571427e-01 , 1.294417e+01
9.061223e-01 , 1.317126e+01
9.551019e-01 , 1.340405e+01
1.004081e+00 , 1.364267e+01
1.053061e+00 , 1.388729e+01
1.102041e+00 , 1.413793e+01
1.151020e+00 , 1.439509e+01
1.200000e+00 , 1.465911e+01
