csv_format_03

Number of lines of data:
152
[number of spectra]
1
P Cal. info for CPS-1, Finger d9, 2.-mm slit
X (cm),P Energy (MeV)
-8.571427e-01 , 1.360090e+01
-8.081632e-01 , 1.383884e+01
-7.591836e-01 , 1.408263e+01
-7.102040e-01 , 1.433251e+01
-6.612244e-01 , 1.458918e+01
-6.122448e-01 , 1.485294e+01
-5.632653e-01 , 1.512348e+01
-5.142857e-01 , 1.540077e+01
-4.653061e-01 , 1.568534e+01
-4.163265e-01 , 1.597751e+01
-3.673469e-01 , 1.627724e+01
-3.183674e-01 , 1.658512e+01
-2.693878e-01 , 1.690159e+01
-2.204082e-01 , 1.722704e+01
-1.714286e-01 , 1.756186e+01
-1.224490e-01 , 1.790644e+01
-7.346940e-02 , 1.826117e+01
-2.448981e-02 , 1.862645e+01
2.448979e-02 , 1.900268e+01
7.346939e-02 , 1.939024e+01
1.224490e-01 , 1.978953e+01
1.714286e-01 , 2.019889e+01
2.204082e-01 , 2.061874e+01
2.693878e-01 , 2.105190e+01
3.183674e-01 , 2.149897e+01
3.673469e-01 , 2.196056e+01
4.163265e-01 , 2.243729e+01
4.653061e-01 , 2.292976e+01
5.142857e-01 , 2.343858e+01
5.632653e-01 , 2.396436e+01
6.122448e-01 , 2.450771e+01
6.612244e-01 , 2.506866e+01
7.102040e-01 , 2.564455e+01
7.591836e-01 , 2.624053e+01
8.081632e-01 , 2.685758e+01
8.571427e-01 , 2.749664e+01
9.061223e-01 , 2.815870e+01
9.551019e-01 , 2.884470e+01
1.004081e+00 , 2.955561e+01
1.053061e+00 , 3.029048e+01
1.102041e+00 , 3.104951e+01
1.151020e+00 , 3.183719e+01
1.200000e+00 , 3.265501e+01
